EMPLID,EMPL_RCD,EFFDT,EFFSEQ,PER_ORG,DEPTID,JOBCODE,POSITION_NBR,SUPERVISOR_ID,HR_STATUS,APPT_TYPE,MAIN_APPT_NUM_JPN,POSITION_OVERRIDE,POSN_CHANGE_RECORD,EMPL_STATUS,ACTION,ACTION_DT,ACTION_REASON,LOCATION,TAX_LOCATION_CD,JOB_ENTRY_DT,DEPT_ENTRY_DT,POSITION_ENTRY_DT,SHIFT,REG_TEMP,FULL_PART_TIME,COMPANY,PAYGROUP,BAS_GROUP_ID,ELIG_CONFIG1,ELIG_CONFIG2,ELIG_CONFIG3,ELIG_CONFIG4,ELIG_CONFIG5,ELIG_CONFIG6,ELIG_CONFIG7,ELIG_CONFIG8,ELIG_CONFIG9,BEN_STATUS,BAS_ACTION,COBRA_ACTION,EMPL_TYPE,HOLIDAY_SCHEDULE,STD_HOURS,STD_HRS_FREQUENCY,OFFICER_CD,EMPL_CLASS,SAL_ADMIN_PLAN,GRADE,GRADE_ENTRY_DT,STEP,STEP_ENTRY_DT,GL_PAY_TYPE,ACCT_CD,EARNS_DIST_TYPE,COMP_FREQUENCY,COMPRATE,CHANGE_AMT,CHANGE_PCT,ANNUAL_RT,MONTHLY_RT,DAILY_RT,HOURLY_RT,ANNL_BENEF_BASE_RT,SHIFT_RT,SHIFT_FACTOR,CURRENCY_CD,BUSINESS_UNIT,SETID_DEPT,SETID_JOBCODE,SETID_LOCATION,SETID_SALARY,SETID_EMPL_CLASS,REG_REGION,DIRECTLY_TIPPED,FLSA_STATUS,EEO_CLASS,FUNCTION_CD,TARIFF_GER,TARIFF_AREA_GER,PERFORM_GROUP_GER,LABOR_TYPE_GER,SPK_COMM_ID_GER,HOURLY_RT_FRA,ACCDNT_CD_FRA,VALUE_1_FRA,VALUE_2_FRA,VALUE_3_FRA,VALUE_4_FRA,VALUE_5_FRA,CTG_RATE,PAID_HOURS,PAID_FTE,PAID_HRS_FREQUENCY,UNION_FULL_PART,UNION_POS,MATRICULA_NBR,SOC_SEC_RISK_CODE,UNION_FEE_AMOUNT,UNION_FEE_START_DT,UNION_FEE_END_DT,EXEMPT_JOB_LBR,EXEMPT_HOURS_MONTH,WRKS_CNCL_FUNCTION,INTERCTR_WRKS_CNCL,CURRENCY_CD1,PAY_UNION_FEE,UNION_CD,BARG_UNIT,UNION_SENIORITY_DT,ENTRY_DATE,LABOR_AGREEMENT,EMPL_CTG,EMPL_CTG_L1,EMPL_CTG_L2,SETID_LBR_AGRMNT,WPP_STOP_FLAG,LABOR_FACILITY_ID,LBR_FAC_ENTRY_DT,LAYOFF_EXEMPT_FLAG,LAYOFF_EXEMPT_RSN,GP_PAYGROUP,GP_DFLT_ELIG_GRP,GP_ELIG_GRP,GP_DFLT_CURRTTYP,CUR_RT_TYPE,GP_DFLT_EXRTDT,GP_ASOF_DT_EXG_RT,ADDS_TO_FTE_ACTUAL,CLASS_INDC,ENCUMB_OVERRIDE,FICA_STATUS_EE,FTE,PRORATE_CNT_AMT,PAY_SYSTEM_FLG,BORDER_WALKER,LUMP_SUM_PAY,CONTRACT_NUM,JOB_INDICATOR,WRKS_CNCL_ROLE_CHE,BENEFIT_SYSTEM,WORK_DAY_HOURS,REPORTS_TO,FORCE_PUBLISH,JOB_DATA_SRC_CD,ESTABID,SUPV_LVL_ID,SETID_SUPV_LVL,ABSENCE_SYSTEM_CD,POI_TYPE,HIRE_DT,LAST_HIRE_DT,TERMINATION_DT,ASGN_START_DT,LST_ASGN_START_DT,ASGN_END_DT,LDW_OVR,LAST_DATE_WORKED,EXPECTED_RETURN_DT,EXPECTED_END_DATE,AUTO_END_FLG,LASTUPDDTTM,LASTUPDOPRID
KUL901,0,5/1/1990,1,EMP,42000,170005, , ,A,0,0,N,N,A,POS,5/24/2002, ,KUNY00,KUNY00,5/1/1990,1/1/1980,,N,R,F,GBI,KL8, , , , , , , , , , ,A, , ,S,KU01,40,W,N, ,KU01,004,5/1/1990,0,, , ,N,M,2450,0,0,29400,2450,113.077,14.134615,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,UGT, ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,1/1/1980,1/1/1980,,1/1/1980,1/1/1980,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
K2ARG000002,0,12/20/2000,0,EMP,20000,100000, , ,A,0,0,N,N,A,HIR,9/15/2008, ,K2ARG00001, ,12/20/2000,12/20/2000,,N,R,F,K2A, , , , , , , , , , , ,A, , ,N, ,45,W,N, ,K2A1,001,12/20/2000,1,12/20/2000, , ,N,M,22000,0,0,264000,22000,1015.385,112.820513,0,0,0,ARS,K2AR1,K2ARG,K2ARG,K2ARG,K2ARG, ,ARG,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,ARG,N, ,,N, ,K2 MENSUAL,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,12/20/2000,12/20/2000,,12/20/2000,12/20/2000,,N,,,,N,2/13/2019 3:01:20.000000 PM,SAMPLE
KULA03,0,1/1/2000,0,EMP,22000,310005, , ,A,0,0,N,N,A,HIR,9/23/2004, ,KUNY00,KUNY00,1/1/2000,1/1/2000,,N,R,F,GBI,KU2, , , , , , , , , , ,A,HIR, ,S,KU01,40,W,N, ,KU01,003,1/1/2000,0,, , ,N,B,1538.461538,0,0,40000,3333.333,153.846,19.230769,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0, ,, ,KU001, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,9/23/2004 11:35:51.000000 PM,SAMPLE
KUV211,0,1/1/2000,0,EMP,44400,170005, ,KUV200,A,0,0,N,N,A,HIR,3/24/2009, ,KUV,KUV,1/1/2000,1/1/2000,,N,R,F,KUV,KU1, , , , , , , , , , ,A, , ,S,KU01,40,W,N, ,KUV, ,,0,, , ,N,A,29931.2,0,0,29931.2,2494.267,115.12,14.39,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KUV, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,3/24/2009 2:03:21.000000 PM,SAMPLE
KUI027,0,10/11/1990,0,EMP,14000,600140, , ,A,0,0,N,N,A,HIR,4/9/2001, ,KUNY00,KUNY00,10/11/1990,10/11/1990,,N,R,F,GBI,KU9, , , , , , , , , , ,A, , ,H,KU01,40,W,N, ,KU01,005,10/11/1990,0,, , ,N,H,22,0,0,45760,3813.333,176,22,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,M,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,PI,N,N, ,P, ,BN,0, ,, ,KU001, , ,OT, ,10/11/1990,10/11/1990,,10/11/1990,10/11/1990,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KUI026,0,6/29/1995,0,EMP,42000,820065, , ,A,0,0,N,N,A,POS,4/9/2001, ,KUTX00,KUTX00,4/13/1990,4/13/1990,,N,R,P,GBI,KU9, , , , , , , , , , ,A, , ,H,KU01,20,W,N, ,KU01,007,4/13/1990,0,, , ,N,H,20,0,0,20800,1733.333,80,20,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0.5,N,PI,N,N, ,P, ,BN,0, ,, ,KU001, , ,OT, ,4/13/1990,4/13/1990,,4/13/1990,4/13/1990,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KN0008,0,1/1/1997,0,EMP,10000,120010,19220007, ,A,0,0,N,N,A,HIR,6/20/2000, ,KN01, ,1/1/1997,1/1/1997,1/1/1997,N,R,F,KN1,KN1, , , , , , , , , , ,A,HIR, ,S,KN01,40,W,N, ,KN01, ,1/1/1997,0,1/1/1997, , ,N,M,4250,0,0,51000,4250,196.154,24.519231,0,0,0,NLG,NLD01,NLD01,NLD01,NLD01,NLD01, ,NLD,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N, ,1,N,PI,N,N, ,P, ,BN,0,19220003,, , , , ,OT, ,1/1/1997,1/1/1997,,1/1/1997,1/1/1997,,N,,,,N,8/25/2006 7:27:05.000000 AM,SAMPLE
K2ARG000119,0,1/1/2003,0,EMP,10000,100000,K2AR0001, ,A,0,0,N,N,A,HIR,9/15/2008, ,K2ARG00001, ,1/1/2003,1/1/2003,1/1/2003,N,R,F,K2A, , , , , , , , , , , ,A, , ,N, ,45,W,N, ,K2A0,000,1/1/2003,1,1/1/2003, , ,N,M,17000,0,0,204000,17000,784.615,87.179487,0,0,0,ARS,K2AR1,K2ARG,K2ARG,K2ARG,K2ARG, ,ARG,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,ARG,N, ,,N, ,K2 MENS B,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0,K2AR0001,, , , , ,AM, ,1/1/2003,1/1/2003,,1/1/1990,1/1/2003,,N,,,,N,3/13/2009 1:07:44.000000 AM,PS
K0W133,0,1/1/2000,0,EMP,50000,600120, ,K0W131,A,0,0,N,N,A,HIR,4/3/2008, ,KUCA00,KUCA00,1/1/2000,1/1/2000,,N,R,F,GBI,K01, , , , , , , , , , ,A,HIR, ,H,KU01,40,W,N, ,KU01,005,1/1/2000,0,, , ,N,A,36000,0,0,36000,3000,138.462,17.307692,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,M,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0WPG PIA,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N,0001,P, ,BA,0, ,, ,KU001, , ,AM, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,5/18/2009 4:51:08.000000 PM,SAMPLE
KUZ016,0,8/2/1996,0,EMP,14000,800000, ,KUZ013,A,0,0,N,N,A,HIR,8/10/2001, ,KUNY00,KUNY00,8/2/1996,8/2/1996,,N,R,F,GBI,KU2, , , , , , , , , , ,A,HIR, ,H,KU01,40,W,N, ,KU01,002,8/2/1996,0,, , ,N,M,1733.333333,0,0,20800,1733.333,80,10,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,A,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KU001, , ,OT, ,8/2/1996,8/2/1996,,8/2/1996,8/2/1996,,N,,,,N,8/8/2006 11:59:57.000000 AM,SAMPLE
KULC08,0,1/1/2000,0,EMP,54000,680000, , ,A,0,0,N,N,A,HIR,10/11/2004, ,KUOH00,KUOH00,1/1/2000,1/1/2000,,N,R,F,GBI,KL1, , , , , , , , , , ,A, , ,H,KUL1,40,W,N, ,KU01,003,1/1/2000,0,, , ,N,W,400,0,0,20800,1733.333,80,10,0,0,0,USD,US006,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KU001, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/11/2004 10:07:07.000000 PM,SAMPLE
KT0011,0,6/1/2006,0,EMP,1000,82055, , ,A,0,0,N,N,A,PRO,11/6/2008,OPR,KTHO01, ,1/1/1990,1/1/1990,,N,R,F,KTB, , , , , , , , , , , ,A, , ,N,KHHKG1,40,W,N, ,KT01,005,1/1/1990,0,, , ,N,M,72000,2000,2.857,864000,72000,3323.077,415.384615,0,0,0,THB,THA01,THA01,THA01,THA01,THA01, ,THA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KTGUPOM,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,,000, , , ,AM, ,1/1/1990,1/1/1990,,1/1/1990,1/1/1990,,N,,,,N,11/6/2008 2:19:45.000000 PM,PPLSOFT
KU0048,0,11/4/2008,0,EMP,13111,220000, ,KU0102,A,0,0,N,N,A,DTA,11/10/2008, ,KUNY00,KUKY00,4/1/1987,11/4/2008,,N,R,F,GBI,KU3,KU1, , , , , , , , , ,A,DTA, ,S,KU01,40,W,N, ,KU01,003,11/4/2008,0,, , ,N,M,2166.666667,0,0,26000,2166.667,100,12.5,0,0,0,USD,US005,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BA,0, ,,000,KU001, , ,OT, ,4/1/1987,4/1/1987,,4/1/1987,4/1/1987,,N,,,,N,5/15/2012 9:34:31.000000 AM,SAMPLE
K2ARG000109,0,2/15/2008,0,EMP,10000,100000, , ,I,0,0,N,N,T,TER,3/26/2009,DSC,K2ARG00001, ,1/1/2007,1/1/1990,,N,R,F,K2A, , , , , , , , , , , ,T, , ,N, ,45,W,N, ,K2A0,000,1/1/2007,1,1/1/1990, , ,N,M,10000,0,0,120000,10000,333.333,51.282051,0,0,0,ARS,K2AR1,K2ARG,K2ARG,K2ARG,K2ARG, ,ARG,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,ARG,N, ,,N, ,K2 MENS B,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,,000, , , ,AM, ,1/1/2003,1/1/2003,2/14/2008,1/1/2003,1/1/2003,2/14/2008,N,2/14/2008,,,N,3/26/2009 8:23:59.000000 PM,PS
KUV102,0,1/1/2000,0,EMP,65000,166666, ,KUV099,A,0,0,N,N,A,HIR,3/18/2009, ,KUV,KUV,1/1/2000,1/1/2000,,N,R,F,KUV,KU1, , , , , , , , , , ,A, , ,S,KU01,40,W,N, ,KUV, ,,0,, , ,N,A,50038.49136,0,0,50038.491,4169.874,192.456,24.056967,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KUV, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,3/18/2009 5:30:15.000000 AM,SAMPLE
K2ARG000122,0,1/1/2003,0,EMP,10000,100000,K2AR0001, ,A,0,0,N,N,A,HIR,9/15/2008, ,K2ARG00001, ,1/1/2003,1/1/2003,1/1/2003,N,R,F,K2A, , , , , , , , , , , ,A, , ,N, ,45,W,N, ,K2A0,000,1/1/2003,1,1/1/2003, , ,N,M,1500,0,0,18000,1500,69.231,7.692308,0,0,0,ARS,K2AR1,K2ARG,K2ARG,K2ARG,K2ARG, ,ARG,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,ARG,N, ,,N, ,K2 MENS B,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0,K2AR0001,, , , , ,AM, ,1/1/2003,1/1/2003,,1/1/2003,1/1/2003,,N,,,,N,3/26/2009 8:31:51.000000 PM,PS
KUI015,0,11/30/1990,0,EMP,31000,850010, , ,A,0,0,N,N,A,HIR,6/28/2000, ,KUGA00,KUFL00,11/30/1990,11/30/1990,,N,R,F,GBI,KU8, , , , , , , , , , ,A,HIR, ,S,KU01,40,W,N, ,KU01,003,11/30/1990,0,, , ,N,W,903.846154,0,0,47000,3916.667,180.769,22.596154,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,X,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , , ,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,PI,N,N, ,P, ,BN,0, ,, ,KU001, , ,OT, ,11/30/1990,11/30/1990,,11/30/1990,11/30/1990,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KWG002,0,2/1/2000,0,EMP,10000,600045, ,KWG004,A,0,0,N,N,A,HIR,6/29/2001, ,KW01, ,2/1/2000,2/1/2000,,N,R,F,KW1, , , , , , , , , , , ,A, , ,N,KWZH,40,W,N, ,KW01,G1,2/1/2000,1,2/1/2000, , ,N,M,0,0,0,0,0,0,0,0,0,0,CHF,CHE01,CHE01,CHE01,CHE01,CHE01, ,CHE,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,CHE,N, ,,N, ,KW11,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,2/1/2000,2/1/2000,,2/1/2000,2/1/2000,,N,,,,N,5/5/2004 12:00:00.000000 AM,SAMPLE
KUV036,0,12/31/2007,0,EMP,16600,170030, ,KUV031,A,0,0,N,N,A,PAY,7/1/2009,MER,KUV,KUV,1/1/2000,1/1/2000,,N,R,F,KUV,KU1, , , , , , , , , , ,A, , ,S,KU01,40,W,N, ,KUV, ,,0,, , ,N,A,51539.64192,1501.15056,3,51539.642,4294.97,198.229,24.778674,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, ,KUV, , ,OT, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,7/1/2009 6:23:02.000000 PM,SAMPLE
KALD09,0,1/1/2000,0,EMP,54000,290090, , ,A,0,0,N,N,A,HIR,10/12/2004, ,KANSW1, ,1/1/2000,1/1/2000,,N,R,P,KAM, , , , , , , , , , , ,A, , ,N,KANSW1,24,W,N, ,KA01,001,1/1/2000,3,1/1/2000, , ,N,M,1250.007,0,0,15000.084,1250.007,57.693,12.019298,0,0,0,AUD,AUS01,AUS01,AUS01,AUS01,AUS01, ,AUS,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N,KAM, ,,, , , , , ,N, ,,N, ,KALM09,Y, ,Y, ,Y, ,N,C,N,N,0.6,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/12/2004 6:03:25.000000 AM,SAMPLE
K0W132,0,1/1/2000,0,EMP,62000,680000, ,K0W131,A,0,0,N,N,A,HIR,4/3/2008, ,KUCA00,KUCA00,1/1/2000,1/1/2000,,N,R,F,GBI,K01, , , , , , , , , , ,A,HIR, ,H,KU01,40,W,N, ,KU01,003,1/1/2000,0,, , ,N,A,36000,0,0,36000,3000,138.462,17.307692,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, ,K0WPG PIA,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N,0001,P, ,BA,0, ,, ,KU001, , ,AM, ,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,5/18/2009 4:50:45.000000 PM,SAMPLE
KWG013,0,1/1/2005,0,EMP,10000,600045, ,KWG004,I,0,0,N,N,T,TER,6/15/2004, ,KW01, ,10/1/1999,10/1/1999,,N,R,F,KW1, , , , , , , , , , , ,T, , ,N,KWZH,40,W,N, ,KW01,G1,10/1/1999,1,10/1/1999, , ,N,M,0,0,0,0,0,0,0,0,0,0,CHF,CHE01,CHE01,CHE01,CHE01,CHE01, ,CHE,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,CHE,N, ,,N, ,KW11,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,,000, , , ,AM, ,10/1/1999,10/1/2003,12/31/2004,10/1/1999,10/1/2003,12/31/2004,N,12/31/2004,,,N,5/5/2004 12:00:00.000000 AM,SAMPLE
KWG112,0,1/1/2007,0,EMP,20200,33-001, ,KWG034,A,0,0,N,N,A,DTA,8/29/2006, ,KW06, ,10/1/2006,10/1/2006,,N,R,F,KW2, , , , , , , , , , , ,A, , ,N,CLU,40,W,N,ZL,KW01,245,10/1/2006,0,, , ,N,M,1250,1250,0,15000,1250,57.692,7.211538,0,0,0,CHF,CHE01,CHE01,CHE01,CHE01,CHE01,CHE,CHE,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KW21,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N,0003,P, ,OT,0, ,,000, , , ,AM, ,10/1/2005,12/1/2006,,10/1/2005,12/1/2006,,N,,,,N,10/29/2015 11:26:29.000000 PM,SAMPLE
K6007,0,1/15/2006,0,EMP,10000,K6C102, , ,A,0,0,N,N,A,PAY,5/1/2006, ,K6CBEIJ, ,1/2/2006,1/2/2006,,N,R,F,K6C, , , , , , , , , , , ,A, , ,N,K6CHN,167.4,M,N, , , ,,0,, , ,N,M,7500,416.666667,5.882,90000,7500,358.509,44.802867,0,0,0,CNY,CHN,CHN,CHN,CHN, , ,CHN,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,K6CHNMONTH,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,,000, , , ,AM, ,4/4/1990,4/4/1990,,4/4/1990,4/4/1990,,N,,,,N,9/18/2006 10:15:35.000000 AM,HCRCHN
KU0208,1,1/1/2006,0,EMP,ALL_DEPTS,290035, , ,A,0,1,N,N,A,DTA,6/22/2007, ,KUGA00,KUGA00,1/1/1999,1/1/1999,,N,R,P,GBI,PB1, , , , , , , , , , ,A,DTA, ,S,KU01,10,W,N, ,KU01, ,,0,, , ,N,W,175,0,0,9100,758.333,35,17.5,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,X,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,0.25,N,NA,N,N, ,S, ,BA,0, ,,000, , , ,OT, ,1/1/1999,1/1/1999,,1/1/1999,1/1/1999,,N,,,,N,12/10/2015 8:18:34.000000 PM,SAMPLE
KS007,0,11/6/1992,0,EMP,KS001,800000, , ,A,0,0,N,N,A,HIR,6/9/2001,NPS,KSSGP1, ,11/6/1992,11/6/1992,,N,R,F,KSB, , , , , , , , , , , ,A, , ,N, ,40,W,N, ,KS01,002,11/6/1992,0,, , ,N,M,3083.333333,0,0,37000,3083.333,142.308,17.788462,0,0,0,SGD,SGP01,SGP01,SGP01,SGP01,SGP01, ,SGP,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,SGP,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,OT,N,N, ,P, ,BN,0, ,, , , , ,OT, ,11/6/1992,11/6/1992,,11/6/1992,11/6/1992,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
K2ARG000102,0,7/15/2008,0,EMP,10000,100000, , ,A,0,0,N,N,A,HIR,9/15/2008, ,K2ARG00001, ,7/15/2008,7/15/2008,,N,R,F,K2A, , , , , , , , , , , ,A, , ,N, ,45,W,N, ,K2A0,000,7/15/2008,1,7/15/2008, , ,N,M,30000,0,0,360000,30000,1000,153.846154,0,0,0,ARS,K2AR1,K2ARG,K2ARG,K2ARG,K2ARG, ,ARG,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,ARG,N, ,,N, ,K2 MENS B,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM, ,7/15/2008,7/15/2008,,7/15/2008,7/15/2008,,N,,,,N,2/13/2019 3:10:17.000000 PM,SAMPLE
KUL905,0,11/1/1982,0,EMP,42000,290055, , ,A,0,0,N,N,A,RFL,5/24/2002,RFL,KUNY00,KUNY00,1/1/1980,1/1/1980,,N,R,F,GBI,KL8, , , , , , , , , , ,A, , ,S,KU01,40,W,N, ,KU01,001,1/1/1980,0,, , ,N,M,1750,0,0,21000,1750,80.769,10.096154,0,0,0,USD,GBIBU,SHARE,SHARE,SHARE,SHARE, ,USA,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , ,USA,N, ,,N, , ,Y, ,Y, ,Y, ,N,C,N,N,1,N,NA,N,N, ,P, ,BN,0, ,, , , , ,OT, ,1/1/1980,1/1/1980,,1/1/1980,1/1/1980,,N,,,,N,5/5/2004 12:00:00.000000 AM, 
KALL08,0,1/1/2000,0,POI,56000,950005, ,KA0018,A,0,0,N,N,A,POI,10/12/2004, ,KANSW1, ,1/1/2000,1/1/2000,,N,T,F,KAM, , , , , , , , , , , ,A, , ,N,KANSW1,40,W,N, ,KA01,001,1/1/2000,1,1/1/2000, , ,N,M,1666.669,0,0,20000.028,1666.669,76.923,9.615398,0,0,0,AUD,AUS01,AUS01,AUS01,AUS01,AUS01, ,AUS,N,N,N, , , , , , , , , , , , , ,0,0,0, , , ,0, ,0,,,N,0, , ,USD,N, , ,,, , , , , ,N, ,,N, ,KALM08,Y, ,Y, ,Y, ,N,C,N,N,1,N,GP,N,N, ,P, ,OT,0, ,, , , , ,AM,00005,1/1/2000,1/1/2000,,1/1/2000,1/1/2000,,N,,,,N,10/12/2004 5:20:09.000000 AM,SAMPLE
